Type,Name,Number Build,SKU,Description,Short Description,Description Status,Categories,Tags,Brands,Vendor,Images,Image Info,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,meta_sds_map,meta_tds_map
simple,DAP Fast'N Final Filler,384,DAP-000000385,,"DAP Fast'N Final Filler is a repair material for filling, patching, glazing, rebuilding or stabilizing the compatible wood, drywall, window or masonry surface indicated by the product name. Apply to a clean, sound surface and follow the label for mixing, layer depth, drying or cure, sanding and topcoating.",,Painting Tools & Accessories > Paint Prep & Repairs,"dap, dap fast'n final filler, painting tools & accessories, paint prep & repairs",DAP,DAP,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DAP-000000385-fast-n-final-16oz.png?raw=true,Images for Review,,,,,,,,,,
simple,DAP Fast Dry Premium Spackling,385,DAP-000000386,,"DAP Fast Dry Premium Spackling is a repair material for filling, patching, glazing, rebuilding or stabilizing the compatible wood, drywall, window or masonry surface indicated by the product name. Apply to a clean, sound surface and follow the label for mixing, layer depth, drying or cure, sanding and topcoating.",,Painting Tools & Accessories > Paint Prep & Repairs,"dap, dap fast dry premium spackling, painting tools & accessories, paint prep & repairs",DAP,DAP,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DAP-000000386-fast-dry-premium-spackling-32oz.png?raw=true,Images for Review,,,,,,,,,,
simple,DAP Alex Flex Spackling,386,DAP-000000387,,"DAP Alex Flex Spackling is a repair material for filling, patching, glazing, rebuilding or stabilizing the compatible wood, drywall, window or masonry surface indicated by the product name. Apply to a clean, sound surface and follow the label for mixing, layer depth, drying or cure, sanding and topcoating.",,Painting Tools & Accessories > Paint Prep & Repairs,"dap, dap alex flex spackling, painting tools & accessories, paint prep & repairs",DAP,DAP,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DAP-000000387-alex-flex-spackling-473ml.png?raw=true,Images for Review,,,,,,,,,,
simple,DAP Alex Fast Dry Contractor,387,DAP-000000388,,"DAP Alex Fast Dry Contractor is a gap-filling sealant for compatible joints and seams; substrate, movement, moisture exposure and paintability should be checked for the application. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Paint Prep & Repairs,"dap, dap alex fast dry contractor, painting tools & accessories, paint prep & repairs",DAP,DAP,https://chadwebstorage.azureedge.net/images/454098_1500.png,Image Added,,,,,,,,,,
simple,DAP Alex Fast Dry Caulk Squeeze Tube,388,DAP-000000389,,"DAP Alex Fast Dry Caulk Squeeze Tube is a gap-filling sealant for compatible joints and seams; substrate, movement, moisture exposure and paintability should be checked for the application. Use on clean, compatible joints and follow the label for gap size, tooling, cure, moisture exposure and paintability.",,Painting Tools & Accessories > Paint Prep & Repairs,"dap, dap alex fast dry caulk squeeze tube, painting tools & accessories, paint prep & repairs",DAP,DAP,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DAP-000000389-alex-fast-dry-white-162ml-squeeze-tube.png?raw=true,Images for Review,,,,,,,,,,
simple,DAP Alex Fast Dry Caulk Squeeze,389,DAP-000000390,,"DAP Alex Fast Dry Caulk Squeeze is a gap-filling sealant for compatible joints and seams; substrate, movement, moisture exposure and paintability should be checked for the application. Use on clean, compatible joints and follow the label for gap size, tooling, cure, moisture exposure and paintability.",,Painting Tools & Accessories > Paint Prep & Repairs,"dap, dap alex fast dry caulk squeeze, painting tools & accessories, paint prep & repairs",DAP,DAP,https://www.painterssolutions.com/cdn/shop/files/Dap_db516679-f54a-4c2f-900a-eed6a561c462_1200x1200.png?v=1699042438,Image Added,,,,,,,,,,
simple,DAP Alex Fast Dry,390,DAP-000000391,,"DAP Alex Fast Dry is a gap-filling sealant for compatible joints and seams; substrate, movement, moisture exposure and paintability should be checked for the application. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Paint Prep & Repairs,"dap, dap alex fast dry, painting tools & accessories, paint prep & repairs",DAP,DAP,https://chadwebstorage.azureedge.net/images/454098_1500.png,Image Added,,,,,,,,,,
simple,DAP 33 Glazing,391,DAP-000000392,,"DAP 33 Glazing is a repair material for filling, patching, glazing, rebuilding or stabilizing the compatible wood, drywall, window or masonry surface indicated by the product name. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Paint Prep & Repairs,"dap, dap 33 glazing, painting tools & accessories, paint prep & repairs",DAP,DAP,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DAP-000000392-dap-33-glazing-half-pint.png?raw=true,Images for Review,,,,,Variants,1LT | 4 Litres,1,1,,
simple,Plaster Of Paris,392,DAP-000000393,,"Plaster Of Paris from DAP is a repair material for filling, patching, glazing, rebuilding or stabilizing the compatible wood, drywall, window or masonry surface indicated by the product name. Apply to a clean, sound surface and follow the label for mixing, layer depth, drying or cure, sanding and topcoating.",,Painting Tools & Accessories > Paint Prep & Repairs,"dap, plaster of paris, painting tools & accessories, paint prep & repairs",DAP,DAP,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DAP-000000393-plaster-of-paris-25lb-bag.png?raw=true,Images for Review,,,,,,,,,,
simple,Decozi Window Film,393,DEC-000000394,,"Decozi Window Film is a decorative window film for changing the appearance or privacy of compatible glass without applying a liquid coating. Selection should be based on the specific task, material, working conditions and compatible products in the complete system. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",,Specialty & Decorative Products > Window Films,"decozi, decozi window film, specialty & decorative products, window films",Decozi,DECOZI,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DEC-000000394-decozi-window-film-dso-02.png?raw=true,Images for Review,,,,,Variants,"48"" | 36""",1,1,,
simple,Full Body Harness With Lanyard,394,DEG-000000395,,"Full Body Harness With Lanyard from Degil is a fall-protection harness and lanyard assembly for trained users working in a properly designed fall-arrest system. Confirm fit, compatibility and required protection before use, and follow the current safety instructions for the actual workplace hazard. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Clothing & Safety,"degil, full body harness with lanyard, painting tools & accessories, clothing & safety",Degil,DEG01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DEG-000000395-degil-full-body-harness-lanyard-kit.png?raw=true,Images for Review,,,,,,,,,,
simple,Hard Hat,395,DEG-000000396,,"Hard Hat from Degil is head protection for worksites where compatible, properly fitted protective equipment is required. Selection should be based on the specific task, material, working conditions and compatible products in the complete system. Confirm fit, compatibility and required protection before use, and follow the current safety instructions for the actual workplace hazard.",,Painting Tools & Accessories > Clothing & Safety,"degil, hard hat, painting tools & accessories, clothing & safety",Degil,DEG01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DEG-000000396-degil-type-1-white-hard-hat.png?raw=true,Images for Review,,,,,,,,,,
simple,Citation 932 Safety Glasses Gray,396,DEN-000000397,,"Citation 932 Safety Glasses Gray from Dentec is protective eyewear for general jobsite tasks where flying particles, dust or incidental splash may be present. Confirm fit, compatibility and required protection before use, and follow the current safety instructions for the actual workplace hazard. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Clothing & Safety,"dentec, citation 932 safety glasses gray, painting tools & accessories, clothing & safety",Dentec,DENTEC,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DEN-000000397-dentec-citation-932-gray-safety-glasses.png?raw=true,Images for Review,,,,,,,,,,
simple,DICKIES PAINTERS OVERALLS 34x30,397,DIC-000000398,,"DICKIES PAINTERS OVERALLS 34x30 is jobsite clothing or personal protective wear intended to help keep ordinary paint, dust and surface-preparation debris off the user. Confirm fit, compatibility and required protection before use, and follow the current safety instructions for the actual workplace hazard.",,Painting Tools & Accessories > Clothing & Safety,"dickies, dickies painters overalls 34x30, painting tools & accessories, clothing & safety",Dickies,DICKIES,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DIC-000000398-dickies-white-painters-bib-overalls.png?raw=true,Images for Review,,,,,,,,,,
simple,Dickies Painter Shorts Size 34,398,DIC-000000399,,"Dickies Painter Shorts Size 34 is jobsite clothing or personal protective wear intended to help keep ordinary paint, dust and surface-preparation debris off the user. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Clothing & Safety,"dickies, dickies painter shorts size 34, painting tools & accessories, clothing & safety",Dickies,DICKIES,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DIC-000000399-dickies-white-painter-shorts.png?raw=true,Images for Review,,,,,,,,,,
simple,Dickies Painter Pants 32X30,399,DIC-000000400,,"Dickies Painter Pants 32X30 is jobsite clothing or personal protective wear intended to help keep ordinary paint, dust and surface-preparation debris off the user. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Clothing & Safety,"dickies, dickies painter pants 32x30, painting tools & accessories, clothing & safety",Dickies,DICKIES,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DIC-000000400-dickies-white-painter-pants-32x30.png?raw=true,Images for Review,,,,,,,,,,
simple,Trade Secret Furniture Polish&Cleaner 4,400,TS-000000401,,"Trade Secret Furniture Polish&Cleaner 4 is a surface-preparation or cleanup product for removing the residue named in the product from compatible materials before refinishing. Test first, then follow the label for dilution, dwell time, rinsing, ventilation and protective equipment. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Paint Prep & Repairs,"trade secret, trade secret furniture polish&cleaner 4, painting tools & accessories, paint prep & repairs",Trade Secret,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/TS-000000401-trade-secret-furniture-polish-cleaner-236ml.png?raw=true,Images for Review,,,,,,,,,,
simple,Trac Safe Anti Slip Sealer,401,TRA-000000402,,"Trac Safe Anti Slip Sealer from TracSafe is a coating formulated for the interior, exterior, specialty or industrial use indicated by its product name and category. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet. Confirm the exact item and package before ordering.",,Paints > Specialty Paints,"tracsafe, trac safe anti slip sealer, paints, specialty paints",TracSafe,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/TRA-000000402-tracsafe-anti-slip-sealer-3-78l.png?raw=true,Images for Review,,,,,,,,,,
simple,Dover Touch-Up Marker 24-Piece Set,402,DOV-000000403,,"Dover Touch-Up Marker 24-Piece Set is a furniture and millwork touch-up product for disguising small scratches, chips or colour loss on a compatible finished surface. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Paint Prep & Repairs,"dover, dover touch-up marker 24-piece set, painting tools & accessories, paint prep & repairs",Dover,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DOV-000000403-dover-pump-touch-up-marker-set.png?raw=true,Images for Review,,,,,,,,,,
simple,Terrazzo Decorative Silverado,403,TER-000000404,,"Terrazzo Decorative Silverado is a coating formulated for the interior, exterior, specialty or industrial use indicated by its product name and category. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet. Confirm the exact item and package before ordering.",,Paints > Specialty Paints,"terrazzo, terrazzo decorative silverado, paints, specialty paints",Terrazzo,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/TER-000000404-terrazzo-silverado-3-gallon.png?raw=true,Images for Review,,,,,,,,,,
simple,Trade Secret Scratch Remover,404,TS-000000405,,"Trade Secret Scratch Remover is a surface-preparation or cleanup product for removing the residue named in the product from compatible materials before refinishing. Its role is to leave the surface ready for the next repair or coating step without assuming compatibility with every material. Test first, then follow the label for dilution, dwell time, rinsing, ventilation and protective equipment.",,Painting Tools & Accessories > Paint Prep & Repairs,"trade secret, trade secret scratch remover, painting tools & accessories, paint prep & repairs",Trade Secret,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/TS-000000405-trade-secret-scratch-remover-dark-236ml.png?raw=true,Images for Review,Finishes,Dark | Light,1,1,,,,,,
simple,Howard Wax It All,405,HOW-000000406,,"Howard Wax It All is a clear or translucent finish for building the sheen and protection appropriate to the compatible surface and coating system. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Paint Prep & Repairs,"howard, howard wax it all, painting tools & accessories, paint prep & repairs",Howard,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/HOW-000000406-howard-wax-it-all-9oz.png?raw=true,Images for Review,,,,,,,,,,
simple,Dover Classic Fill Sticks,406,PC-000000407,,"Dover Classic Fill Sticks from PC Products is a furniture and millwork touch-up product for disguising small scratches, chips or colour loss on a compatible finished surface. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Paint Prep & Repairs,"pc products, dover classic fill sticks, painting tools & accessories, paint prep & repairs",PC Products,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/PC-000000407-dover-classic-fill-sticks.png?raw=true,Images for Review,,,,,,,,,,
simple,Caulking Smoothing Finger,407,DOV-000000408,,"Caulking Smoothing Finger from Dover is a gap-filling sealant for compatible joints and seams; substrate, movement, moisture exposure and paintability should be checked for the application. Use on clean, compatible joints and follow the label for gap size, tooling, cure, moisture exposure and paintability.",,Painting Tools & Accessories > Tools,"dover, caulking smoothing finger, painting tools & accessories, tools",Dover,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DOV-000000408-the-caulking-finger-front.png?raw=true,Images for Review,,,,,,,,,,
simple,Dover Pump Touch-Up Marker - White,408,DOV-000000409,,"Dover Pump Touch-Up Marker - White is a furniture and millwork touch-up product for disguising small scratches, chips or colour loss on a compatible finished surface. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet. Confirm the exact item and package before ordering.",,Lacquer And Millwork Coatings > Dover,"dover, dover pump touch-up marker - white, lacquer and millwork coatings",Dover,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DOV-000000409-dover-pump-touch-up-marker-white-review.png?raw=true,Images for Review,,,,,,,,,,
simple,Dover Empty Stain Marker Pen Refill,409,DOV-000000410,,"Dover Empty Stain Marker Pen Refill is a paint-roller cover or refill for applying compatible coatings; its stated fabric, width and nap help determine finish texture, loading and surface reach. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",,Lacquer And Millwork Coatings > Dover,"dover, dover empty stain marker pen refill, lacquer and millwork coatings",Dover,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DOV-000000410-dover-fill-your-own-empty-marker.png?raw=true,Images for Review,,,,,,,,,,
simple,Dover Spray Universal Walnut,410,DOV-000000411,,"Dover Spray Universal Walnut is an aerosol coating or treatment for the colour, effect or repair task stated in the product name on a compatible prepared surface. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet. Confirm the exact item and package before ordering.",,Lacquer And Millwork Coatings > Dover,"dover, dover spray universal walnut, lacquer and millwork coatings",Dover,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DOV-000000411-dover-pro-finish-toner-walnut-family.png?raw=true,Images for Review,,,,,,,,,,
simple,Dover Spray Gloss White,411,DOV-000000412,,"Dover Spray Gloss White is an aerosol coating or treatment for the colour, effect or repair task stated in the product name on a compatible prepared surface. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet. Confirm the exact item and package before ordering.",,Lacquer And Millwork Coatings > Dover,"dover, dover spray gloss white, lacquer and millwork coatings",Dover,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DOV-000000412-dover-pro-finish-opaque-white-family.png?raw=true,Images for Review,,,,,,,,,,
simple,Dover Clear Satin Lacquer,412,DOV-000000413,,"Dover Clear Satin Lacquer is a clear or translucent finish for building the sheen and protection appropriate to the compatible surface and coating system. Colour and sheen can vary with wood species, porosity and preparation, so a representative test area is recommended. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",,Lacquer And Millwork Coatings > Dover,"dover, dover clear satin lacquer, lacquer and millwork coatings",Dover,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DOV-000000413-dover-pro-finish-clear-satin-family.png?raw=true,Images for Review,,,,,,,,,,
simple,Dover Blush Stopper/Leveler,413,DOV-000000414,,"Dover Blush Stopper/Leveler is a lacquer repair additive used to address compatible finish defects such as blushing or poor flow in an appropriate coating system. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet. Confirm the exact item and package before ordering.",,Lacquer And Millwork Coatings > Dover,"dover, dover blush stopper/leveler, lacquer and millwork coatings",Dover,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DOV-000000414-dover-pro-finish-blush-stopper-family.png?raw=true,Image Added,,,,,,,,,,
simple,Skrapr + Skrapr Jr,414,SKR-000000415,,"Skrapr + Skrapr Jr is a hand scraper for removing loose paint, adhesive residue, coatings or surface buildup during preparation and cleanup. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"skrapr, skrapr + skrapr jr, painting tools & accessories, tools",Skrapr,DOVER,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/SKR-000000415-skrapr-and-skrapr-jr.png?raw=true,Image Added,,,,,,,,,,
simple,Allpro Dripless Caulking Gun 3000,415,AP-000000416,,"Allpro Dripless Caulking Gun 3000 is a manual caulking gun for dispensing compatible cartridge sealants and adhesives with controlled pressure at joints, gaps and seams. Use on clean, compatible joints and follow the label for gap size, tooling, cure, moisture exposure and paintability. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"allpro, allpro dripless caulking gun 3000, painting tools & accessories, tools",AllPro,CANPRO,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/AP-000000416-allpro-gold-pro-3000-caulk-gun.png?raw=true,Image Added,,,,,,,,,,
simple,Allpro Dripless Caulking Gun 2000,416,AP-000000417,,"Allpro Dripless Caulking Gun 2000 is a manual caulking gun for dispensing compatible cartridge sealants and adhesives with controlled pressure at joints, gaps and seams. Use on clean, compatible joints and follow the label for gap size, tooling, cure, moisture exposure and paintability. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"allpro, allpro dripless caulking gun 2000, painting tools & accessories, tools",AllPro,CANPRO,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/AP-000000417-allpro-gold-pro-2000-caulk-gun.png?raw=true,Image Added,,,,,,,,,,
simple,Allpro Consumer Dripless Gun,417,AP-000000418,,"Allpro Consumer Dripless Gun is a manual caulking gun for dispensing compatible cartridge sealants and adhesives with controlled pressure at joints, gaps and seams. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Tools,"allpro, allpro consumer dripless gun, painting tools & accessories, tools",AllPro,CANPRO,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/AP-000000418-allpro-100c-consumer-caulk-gun.png?raw=true,Image Added,,,,,,,,,,
simple,Watchdog Wipe Out Graffiti Remover 1,418,DU-000000419,,"Watchdog Wipe Out Graffiti Remover 1 from Dumond is a surface-preparation or cleanup product for removing the residue named in the product from compatible materials before refinishing. Test first, then follow the label for dilution, dwell time, rinsing, ventilation and protective equipment. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Paint Prep & Repairs,"dumond, watchdog wipe out graffiti remover 1, painting tools & accessories, paint prep & repairs",Dumond,MUM01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DU-000000419-dumond-watch-dog-wipe-out-8402.png?raw=true,Images for Review,,,,,,,,,,
simple,Dura Seal Quick Coat Rosewood,419,DUR-000000420,,"Dura Seal Quick Coat Rosewood from DuraSeal is a coating formulated for the interior, exterior, specialty or industrial use indicated by its product name and category. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet. Confirm the exact item and package before ordering.",,Paints > Interior,"duraseal, dura seal quick coat rosewood, paints, interior",DuraSeal,BHF01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/DUR-000000420-duraseal-quick-coat-rosewood-quart.png?raw=true,Image Added,,,,,,,,,,
simple,Famowood Water-Based Wood Filler,420,FAM-000000421,,"Famowood Water-Based Wood Filler is a repair material for filling, patching, glazing, rebuilding or stabilizing the compatible wood, drywall, window or masonry surface indicated by the product name. Apply to a clean, sound surface and follow the label for mixing, layer depth, drying or cure, sanding and topcoating.",,Painting Tools & Accessories > Paint Prep & Repairs,"famowood, famowood water-based wood filler, painting tools & accessories, paint prep & repairs",Famowood,ECLECTI,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FAM-000000421-famowood-water-based-natural-24oz.png?raw=true,Images for Review,,,,,Variants,24 OZ | Gallon,1,1,,
simple,Ennis Traffic Paint Fed. Yellow,421,EF-000000422,,"Ennis Traffic Paint Fed. Yellow from Ennis-Flint is a marking coating for compatible pavement or traffic-control applications, with the listed colour supporting layout, safety or line-renewal work. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",,Commercial & Industrial > Traffic Paints,"ennis-flint, ennis traffic paint fed. yellow, commercial & industrial, traffic paints",Ennis-Flint,ENN01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/EF-000000422-ennis-flint-traffic-paint-family.png?raw=true,Images for Review,,,,,,,,,,
simple,Ennis Traffic Paint Fed. White - P,422,EF-000000423,,"Ennis Traffic Paint Fed. White - P from Ennis-Flint is a marking coating for compatible pavement or traffic-control applications, with the listed colour supporting layout, safety or line-renewal work. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",,Commercial & Industrial > Traffic Paints,"ennis-flint, ennis traffic paint fed. white - p, commercial & industrial, traffic paints",Ennis-Flint,ENN01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/EF-000000422-ennis-flint-traffic-paint-family.png?raw=true,Images for Review,,,,,,,,,,
simple,Ennis Low VOC Red Traffic Paint,423,EF-000000424,,"Ennis Low VOC Red Traffic Paint from Ennis-Flint is a marking coating for compatible pavement or traffic-control applications, with the listed colour supporting layout, safety or line-renewal work. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",,Commercial & Industrial > Traffic Paints,"ennis-flint, ennis low voc red traffic paint, commercial & industrial, traffic paints",Ennis-Flint,ENN01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/EF-000000422-ennis-flint-traffic-paint-family.png?raw=true,Images for Review,,,,,,,,,,
simple,Ennis Low VOC Green Traffic Paint,424,EF-000000425,,"Ennis Low VOC Green Traffic Paint from Ennis-Flint is a marking coating for compatible pavement or traffic-control applications, with the listed colour supporting layout, safety or line-renewal work. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",,Commercial & Industrial > Traffic Paints,"ennis-flint, ennis low voc green traffic paint, commercial & industrial, traffic paints",Ennis-Flint,ENN01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/EF-000000422-ennis-flint-traffic-paint-family.png?raw=true,Images for Review,,,,,,,,,,
simple,Ennis Handicap Blue Safety Paint,425,EF-000000426,,"Ennis Handicap Blue Safety Paint from Ennis-Flint is a coating formulated for the interior, exterior, specialty or industrial use indicated by its product name and category. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",,Commercial & Industrial > Traffic Paints,"ennis-flint, ennis handicap blue safety paint, commercial & industrial, traffic paints",Ennis-Flint,ENN01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/EF-000000422-ennis-flint-traffic-paint-family.png?raw=true,Images for Review,,,,,,,,,,
simple,Blackout Ennis Traffic Paint,426,EF-000000427,,"Blackout Ennis Traffic Paint from Ennis-Flint is a marking coating for compatible pavement or traffic-control applications, with the listed colour supporting layout, safety or line-renewal work. Confirm preparation, compatibility, application, coverage and recoat requirements in the current label or technical data sheet.",,Commercial & Industrial > Traffic Paints,"ennis-flint, blackout ennis traffic paint, commercial & industrial, traffic paints",Ennis-Flint,ENN01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/EF-000000422-ennis-flint-traffic-paint-family.png?raw=true,Images for Review,,,,,,,,,,
simple,Featherlite Fiberglass Ladder Grade 1,427,FEA-000000428,,"Featherlite Fiberglass Ladder Grade 1 is jobsite access equipment for creating an elevated working position during painting, repair or maintenance tasks. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"featherlite, featherlite fiberglass ladder grade 1, painting tools & accessories, tools",Featherlite,FEA01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FEA-000000428-featherlite-fl-3110-04-fiberglass-step-ladder.png?raw=true,Image Added,,,,,,,,,,
simple,Step Ladder Lite,428,FEA-000000429,,"Step Ladder Lite from Featherlite is jobsite access equipment for creating an elevated working position during painting, repair or maintenance tasks. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job. Confirm the exact item and package before ordering.",,Painting Tools & Accessories > Tools,"featherlite, step ladder lite, painting tools & accessories, tools",Featherlite,TOO01,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FEA-000000429-lite-five-foot-aluminum-step-ladder.png?raw=true,Images for Review,,,,,,,,,,
simple,filter bag SC-FIS-CT MINI/MIDI -2/5,429,FES-000000430,,"filter bag SC-FIS-CT MINI/MIDI -2/5 from Festool is a replacement dust-collection filter bag for the compatible Festool mobile dust extractor listed in the product name. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Festool,"festool, filter bag sc-fis-ct mini/midi -2/5, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000430-festool-204308-selfclean-filter-bags.png?raw=true,Image Added,,,,,,,,,,
simple,Stickfix sandpa STF D225/8 P40 GR/25,430,FES-000000431,,"Stickfix sandpa STF D225/8 P40 GR/25 from Festool is an abrasive product for levelling, smoothing or keying surfaces during staged preparation; the stated grit determines how aggressively it cuts. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Festool,"festool, stickfix sandpa stf d225/8 p40 gr/25, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000431-festool-205653-d225-p40-granat-disc.png?raw=true,Images for Review,,,,,,,,,,
simple,Stickfix qty. STF 80x133 P 40 GR 50X,431,FES-000000432,,"Stickfix qty. STF 80x133 P 40 GR 50X from Festool is an abrasive product for levelling, smoothing or keying surfaces during staged preparation; the stated grit determines how aggressively it cuts. Review the listed format and current manufacturer instructions to confirm compatibility, safe use, cleaning and storage for the intended job.",,Painting Tools & Accessories > Festool,"festool, stickfix qty. stf 80x133 p 40 gr 50x, painting tools & accessories",Festool,FESTOOL,https://raw.githubusercontent.com/kinggoff/NewSteelesImages/main/review-images/FES-000000432-festool-497117-80x133-p40-granat-sheet.png?raw=true,Image Added,,,,,,,,,,
